gene_id	ontology	go_term	PPV
NbT2T12g02512-mRNA	MF	GO:0030246	0.6498190819701062
NbT2T12g02512-mRNA	MF	GO:0005524	0.5601465700492526
NbT2T12g02512-mRNA	MF	GO:0106310	0.5424682911784426
NbT2T06g02071-mRNA	BP	GO:0048544	0.791502338473195
NbT2T06g02071-mRNA	MF	GO:0004674	0.6614569509062627
NbT2T06g02071-mRNA	MF	GO:0030246	0.5917483223532569
NbT2T06g02071-mRNA	MF	GO:0106310	0.581174052481028
NbT2T06g02071-mRNA	MF	GO:0005524	0.5601467108487757
NbT2T13g00697-mRNA	BP	GO:0048544	0.7914950998023671
NbT2T13g00697-mRNA	MF	GO:0004674	0.6521700903334614
NbT2T13g00697-mRNA	MF	GO:0030246	0.6363875165698318
NbT2T13g00697-mRNA	MF	GO:0106310	0.5835592516401955
NbT2T13g00697-mRNA	MF	GO:0005524	0.556656489035267
NbT2T03g01121-mRNA	BP	GO:0048544	0.791496487113476
NbT2T03g01121-mRNA	MF	GO:0004674	0.6635541403816456
NbT2T03g01121-mRNA	MF	GO:0106310	0.6176235496948633
NbT2T03g01121-mRNA	MF	GO:0005524	0.5601436403816145
NbT2T12g02075-mRNA	BP	GO:0048544	0.7914907238964102
NbT2T12g02075-mRNA	MF	GO:0004674	0.6635498918828155
NbT2T12g02075-mRNA	CC	GO:0005886	0.5017969166153758
NbT2T12g02075-mRNA	MF	GO:0106310	0.6367075619805405
NbT2T12g02075-mRNA	MF	GO:0030246	0.6073563540336453
NbT2T12g02075-mRNA	MF	GO:0005524	0.5601406161668008
NbT2T13g02496-mRNA	BP	GO:0048544	0.7889107124973076
NbT2T13g02496-mRNA	MF	GO:0004674	0.661647972297714
NbT2T13g02496-mRNA	MF	GO:0030246	0.5817353944152763
NbT2T13g02496-mRNA	MF	GO:0106310	0.5757267383760167
NbT2T13g02496-mRNA	MF	GO:0005524	0.5601461909016655
NbT2T11g01846-mRNA	BP	GO:0048544	0.7915005551876431
NbT2T11g01846-mRNA	MF	GO:0004674	0.6621628470268179
NbT2T11g01846-mRNA	MF	GO:0106310	0.5758671175331932
NbT2T11g01846-mRNA	MF	GO:0005524	0.5591532741034996
NbT2T10g02261-mRNA	BP	GO:0048544	0.7915023542672773
NbT2T10g02261-mRNA	MF	GO:0004674	0.6613145485148457
NbT2T10g02261-mRNA	MF	GO:0030246	0.605428541520947
NbT2T10g02261-mRNA	MF	GO:0106310	0.5893953873697646
NbT2T10g02261-mRNA	MF	GO:0005524	0.560146719136629
NbT2T07g02828-mRNA	BP	GO:0048544	0.7872621626605083
NbT2T07g02828-mRNA	MF	GO:0004674	0.6635558652475062
NbT2T07g02828-mRNA	MF	GO:0005524	0.5601448681952721
NbT2T07g02828-mRNA	MF	GO:0106310	0.5427640731705741
NbT2T16g00883-mRNA	BP	GO:0048544	0.7871774237529928
NbT2T16g00883-mRNA	MF	GO:0004674	0.6635558687216621
NbT2T16g00883-mRNA	MF	GO:0005524	0.5588475039678836
NbT2T16g00883-mRNA	MF	GO:0106310	0.5568045440761531
NbT2T09g02170-mRNA	BP	GO:0048544	0.7915021072963953
NbT2T09g02170-mRNA	MF	GO:0004674	0.6635582834392963
NbT2T09g02170-mRNA	MF	GO:0005524	0.5601465895400874
NbT2T09g02170-mRNA	MF	GO:0106310	0.5538814473175034
NbT2T10g00935-mRNA	BP	GO:0048544	0.7915020611656758
NbT2T10g00935-mRNA	MF	GO:0004674	0.6635582494328889
NbT2T10g00935-mRNA	MF	GO:0005524	0.5601465653332591
NbT2T10g00935-mRNA	MF	GO:0106310	0.5548190388299408
NbT2T11g00381-mRNA	BP	GO:0048544	0.7915022130394497
NbT2T11g00381-mRNA	MF	GO:0004674	0.6617696039718848
NbT2T11g00381-mRNA	MF	GO:0106310	0.5623062740550588
NbT2T11g00381-mRNA	MF	GO:0005524	0.5601466450281434
NbT2T01g00655-mRNA	BP	GO:0048544	0.7915022415846441
NbT2T01g00655-mRNA	MF	GO:0004674	0.6635583824332196
NbT2T01g00655-mRNA	MF	GO:0106310	0.6148637103919831
NbT2T01g00655-mRNA	MF	GO:0005524	0.560146660007069
NbT2T01g00657-mRNA	BP	GO:0048544	0.7915020324667222
NbT2T01g00657-mRNA	MF	GO:0004674	0.6635582282767414
NbT2T01g00657-mRNA	MF	GO:0106310	0.5975213913707784
NbT2T01g00657-mRNA	MF	GO:0005524	0.5601465502736493
NbT2T01g02429-mRNA	BP	GO:0048544	0.7915019703371002
NbT2T01g02429-mRNA	MF	GO:0004674	0.6635581824763449
NbT2T01g02429-mRNA	MF	GO:0106310	0.5690305512791032
NbT2T01g02429-mRNA	MF	GO:0005524	0.5601465176714897
NbT2T01g00656-mRNA	BP	GO:0048544	0.7915020209717882
NbT2T01g00656-mRNA	MF	GO:0004674	0.6635582198029648
NbT2T01g00656-mRNA	MF	GO:0106310	0.6210456220627827
NbT2T01g00656-mRNA	MF	GO:0005524	0.5601465442417493
NbT2T16g02164-mRNA	BP	GO:0048544	0.7782168317148788
NbT2T16g02164-mRNA	MF	GO:0004674	0.6505682930963714
NbT2T16g02164-mRNA	MF	GO:0005524	0.5508999067006758
NbT2T07g02823-mRNA	BP	GO:0048544	0.7915016235039587
NbT2T07g02823-mRNA	MF	GO:0004674	0.6635579267996665
NbT2T07g02823-mRNA	CC	GO:0005886	0.5232017476453505
NbT2T07g02823-mRNA	MF	GO:0106310	0.5938030089653148
NbT2T07g02823-mRNA	MF	GO:0005524	0.5601463356728051
NbT2T19g00508-mRNA	BP	GO:0048544	0.789170267435926
NbT2T19g00508-mRNA	MF	GO:0004674	0.6469042011790762
NbT2T19g00508-mRNA	MF	GO:0106310	0.5737682563914032
NbT2T19g00508-mRNA	MF	GO:0005524	0.5601463440743442
NbT2T19g00508-mRNA	MF	GO:0030246	0.5554918743234782
NbT2T07g02829-mRNA	BP	GO:0048544	0.7915019837594912
NbT2T07g02829-mRNA	MF	GO:0004674	0.6635581923709943
NbT2T07g02829-mRNA	CC	GO:0005886	0.5197406850053734
NbT2T07g02829-mRNA	MF	GO:0005524	0.5601465247148116
NbT2T07g02829-mRNA	MF	GO:0106310	0.5562027679921798
NbT2T07g02829-mRNA	MF	GO:0030246	0.5287541500862848
NbT2T03g01956-mRNA	BP	GO:0048544	0.7915017933432162
NbT2T03g01956-mRNA	MF	GO:0004674	0.6584280834381775
NbT2T03g01956-mRNA	CC	GO:0005886	0.520109979351329
NbT2T03g01956-mRNA	MF	GO:0106310	0.564864157380897
NbT2T03g01956-mRNA	MF	GO:0005524	0.560146424794973
NbT2T19g02788-mRNA	BP	GO:0048544	0.7915011604317255
NbT2T19g02788-mRNA	MF	GO:0004674	0.6635575854344502
NbT2T19g02788-mRNA	CC	GO:0005886	0.523290430623509
NbT2T19g02788-mRNA	MF	GO:0030246	0.6509987180284849
NbT2T19g02788-mRNA	MF	GO:0106310	0.6393539084677042
NbT2T19g02788-mRNA	MF	GO:0005524	0.5601460926783297
NbT2T11g01125-mRNA	BP	GO:0048544	0.7915019887393517
NbT2T11g01125-mRNA	MF	GO:0004674	0.6635581960420223
NbT2T11g01125-mRNA	MF	GO:0106310	0.5637702071818051
NbT2T11g01125-mRNA	MF	GO:0005524	0.5601465273279647
NbT2T05g00802-mRNA	BP	GO:0048544	0.7915018808575298
NbT2T05g00802-mRNA	MF	GO:0004674	0.6620982459233412
NbT2T05g00802-mRNA	MF	GO:0106310	0.5729649849836795
NbT2T05g00802-mRNA	MF	GO:0005524	0.5591072890104274
NbT2T18g01008-mRNA	BP	GO:0048544	0.7914744070299601
NbT2T18g01008-mRNA	MF	GO:0004674	0.6635378634988015
NbT2T18g01008-mRNA	CC	GO:0005886	0.5242994135907597
NbT2T18g01008-mRNA	MF	GO:0030246	0.6318744277697717
NbT2T18g01008-mRNA	MF	GO:0005524	0.560132053985528
NbT2T18g01008-mRNA	MF	GO:0106310	0.5246716017586561
NbT2T17g01284-mRNA	BP	GO:0048544	0.7915014693394374
NbT2T17g01284-mRNA	MF	GO:0004674	0.6635578131534546
NbT2T17g01284-mRNA	CC	GO:0005886	0.5243116222590993
NbT2T17g01284-mRNA	MF	GO:0106310	0.6610438728722545
NbT2T17g01284-mRNA	BP	GO:0045087	0.6800094936226629
NbT2T17g01284-mRNA	MF	GO:0030246	0.650918149590369
NbT2T17g01284-mRNA	MF	GO:0005524	0.5601462547758644
NbT2T07g02827-mRNA	BP	GO:0048544	0.7915022525077051
NbT2T07g02827-mRNA	MF	GO:0004674	0.6635583904854258
NbT2T07g02827-mRNA	CC	GO:0005886	0.508968769423396
NbT2T07g02827-mRNA	MF	GO:0106310	0.5816126492335817
NbT2T07g02827-mRNA	MF	GO:0030246	0.5806689204280799
NbT2T07g02827-mRNA	MF	GO:0005524	0.560146665738882
NbT2T18g01189-mRNA	BP	GO:0048544	0.7915003567979884
NbT2T18g01189-mRNA	MF	GO:0004674	0.6491637482406695
NbT2T18g01189-mRNA	MF	GO:0106310	0.5826946536600002
NbT2T18g01189-mRNA	MF	GO:0005524	0.5547685564000607
NbT2T13g02809-mRNA	BP	GO:0048544	0.7915022651577743
NbT2T13g02809-mRNA	MF	GO:0004674	0.6635583998107389
NbT2T13g02809-mRNA	MF	GO:0106310	0.5669811562494584
NbT2T13g02809-mRNA	MF	GO:0005524	0.5601466723769328
NbT2T12g02419-mRNA	BP	GO:0048544	0.7915019324878463
NbT2T12g02419-mRNA	MF	GO:0004674	0.6635581545748257
NbT2T12g02419-mRNA	CC	GO:0005886	0.5219324475374392
NbT2T12g02419-mRNA	MF	GO:0030246	0.6304418172158546
NbT2T12g02419-mRNA	MF	GO:0106310	0.5768709378598267
NbT2T12g02419-mRNA	MF	GO:0005524	0.5601464978103126
NbT2T07g02822-mRNA	BP	GO:0048544	0.7913061544582477
NbT2T07g02822-mRNA	MF	GO:0004674	0.6634138319299896
NbT2T07g02822-mRNA	MF	GO:0106310	0.6082467765320954
NbT2T07g02822-mRNA	MF	GO:0005524	0.5600437644219023
NbT2T12g00729-mRNA	BP	GO:0048544	0.7891466426267191
NbT2T12g00729-mRNA	MF	GO:0004674	0.6618218940617802
NbT2T12g00729-mRNA	MF	GO:0005524	0.5589105730815871
NbT2T12g00729-mRNA	MF	GO:0106310	0.5547673772945902
NbT2T09g02426-mRNA	BP	GO:0048544	0.7915022117818613
NbT2T09g02426-mRNA	MF	GO:0030246	0.6670759356989396
NbT2T09g02426-mRNA	MF	GO:0004674	0.6635583604633568
NbT2T09g02426-mRNA	MF	GO:0005524	0.5601466443682313
NbT2T09g02426-mRNA	MF	GO:0106310	0.5490346781077433
NbT2T12g01336-mRNA	BP	GO:0048544	0.7915023032779018
NbT2T12g01336-mRNA	MF	GO:0004674	0.6635584279119393
NbT2T12g01336-mRNA	MF	GO:0106310	0.5791949983715993
NbT2T12g01336-mRNA	MF	GO:0005524	0.5601466923802492
NbT2T17g01130-mRNA	BP	GO:0048544	0.7915019500172362
NbT2T17g01130-mRNA	MF	GO:0004674	0.6635581674970517
NbT2T17g01130-mRNA	CC	GO:0005886	0.5197572747077401
NbT2T17g01130-mRNA	MF	GO:0005524	0.5601465070087586
NbT2T17g01130-mRNA	MF	GO:0106310	0.5554622923390365
NbT2T17g01130-mRNA	MF	GO:0030246	0.512428894789252
NbT2T01g00661-mRNA	BP	GO:0048544	0.7914989322853179
NbT2T01g00661-mRNA	MF	GO:0004674	0.659679524484502
NbT2T01g00661-mRNA	MF	GO:0005524	0.5573855671745053
NbT2T01g00661-mRNA	MF	GO:0106310	0.5496208687060832
NbT2T10g02131-mRNA	BP	GO:0048544	0.7915011009218614
NbT2T10g02131-mRNA	MF	GO:0004674	0.6635575415652735
NbT2T10g02131-mRNA	CC	GO:0005886	0.5243114560542158
NbT2T10g02131-mRNA	MF	GO:0030246	0.6477273078479955
NbT2T10g02131-mRNA	MF	GO:0106310	0.6471021495981013
NbT2T10g02131-mRNA	MF	GO:0005524	0.5601460614508729
NbT2T17g01133-mRNA	BP	GO:0048544	0.791502237069136
NbT2T17g01133-mRNA	MF	GO:0004674	0.6635583791045006
NbT2T17g01133-mRNA	CC	GO:0005886	0.5104563249702831
NbT2T17g01133-mRNA	MF	GO:0106310	0.605090005045504
NbT2T17g01133-mRNA	MF	GO:0030246	0.5975601607345165
NbT2T17g01133-mRNA	MF	GO:0005524	0.5601466576375823
NbT2T12g01333-mRNA	BP	GO:0048544	0.7915022400274847
NbT2T12g01333-mRNA	MF	GO:0004674	0.6635583812853209
NbT2T12g01333-mRNA	MF	GO:0106310	0.6116903267795235
NbT2T12g01333-mRNA	MF	GO:0005524	0.5601466591899587
NbT2T10g00688-mRNA	BP	GO:0048544	0.791502186563023
NbT2T10g00688-mRNA	MF	GO:0030246	0.667045843232341
NbT2T10g00688-mRNA	CC	GO:0005886	0.5021066830872596
NbT2T10g00688-mRNA	MF	GO:0004674	0.6635583418726629
NbT2T10g00688-mRNA	MF	GO:0106310	0.5733060994052698
NbT2T10g00688-mRNA	MF	GO:0005524	0.5601466311347918
NbT2T05g01468-mRNA	BP	GO:0048544	0.7915004674362673
NbT2T05g01468-mRNA	MF	GO:0004674	0.6366052123676856
NbT2T05g01468-mRNA	MF	GO:0106310	0.5763796236961234
NbT2T05g01468-mRNA	MF	GO:0005524	0.5506340149749653
NbT2T08g02563-mRNA	BP	GO:0048544	0.7915017002209339
NbT2T08g02563-mRNA	MF	GO:0030246	0.6658690187690316
NbT2T08g02563-mRNA	CC	GO:0005886	0.5123741416173472
NbT2T08g02563-mRNA	MF	GO:0004674	0.6614128746628383
NbT2T08g02563-mRNA	MF	GO:0005524	0.560146375929594
NbT2T08g02563-mRNA	MF	GO:0106310	0.5379183178382106
NbT2T07g02826-mRNA	BP	GO:0048544	0.791501316951148
NbT2T07g02826-mRNA	MF	GO:0004674	0.6635577008166362
NbT2T07g02826-mRNA	CC	GO:0005886	0.523191458478368
NbT2T07g02826-mRNA	MF	GO:0030246	0.6554055848693504
NbT2T07g02826-mRNA	BP	GO:0045087	0.6778225148697085
NbT2T07g02826-mRNA	MF	GO:0106310	0.6477364299293452
NbT2T07g02826-mRNA	MF	GO:0005524	0.5601461748109913
NbT2T07g02826-mRNA	MF	GO:0031625	0.5419383935337149
NbT2T02g00994-mRNA	BP	GO:0048544	0.791502207470108
NbT2T02g00994-mRNA	MF	GO:0004674	0.6635583572848407
NbT2T02g00994-mRNA	MF	GO:0106310	0.5843252312650502
NbT2T02g00994-mRNA	MF	GO:0005524	0.5601466421056636
NbT2T15g02244-mRNA	BP	GO:0048544	0.7914993342825394
NbT2T15g02244-mRNA	MF	GO:0004674	0.6635562392431489
NbT2T15g02244-mRNA	CC	GO:0005886	0.5243106590670416
NbT2T15g02244-mRNA	MF	GO:0106310	0.6497444933475754
NbT2T15g02244-mRNA	BP	GO:0006955	0.516982376287876
NbT2T15g02244-mRNA	MF	GO:0030246	0.6277760140520632
NbT2T15g02244-mRNA	MF	GO:0005524	0.560145134417109
NbT2T11g00366-mRNA	BP	GO:0048544	0.791500722317106
NbT2T11g00366-mRNA	MF	GO:0004674	0.6608051121523386
NbT2T11g00366-mRNA	CC	GO:0005886	0.522627041039766
NbT2T11g00366-mRNA	MF	GO:0030246	0.6526519891011602
NbT2T11g00366-mRNA	MF	GO:0106310	0.6054030337944732
NbT2T11g00366-mRNA	MF	GO:0005524	0.5601458627802178
NbT2T01g00321-mRNA	MF	GO:0030246	0.6652530567453303
NbT2T01g00321-mRNA	BP	GO:0048544	0.5024019142706169
NbT2T01g00321-mRNA	MF	GO:0004674	0.6588809740600383
NbT2T01g00321-mRNA	MF	GO:0005524	0.5601464933328456
NbT2T01g00321-mRNA	MF	GO:0106310	0.5555255208440824
NbT2T19g00514-mRNA	BP	GO:0048544	0.7557829036995496
NbT2T19g00514-mRNA	MF	GO:0004674	0.6635520915111682
NbT2T19g00514-mRNA	CC	GO:0005886	0.5190429788422006
NbT2T19g00514-mRNA	MF	GO:0106310	0.6362407267039589
NbT2T19g00514-mRNA	BP	GO:0045087	0.5856053214838095
NbT2T19g00514-mRNA	MF	GO:0030246	0.6076726424952082
NbT2T19g00514-mRNA	MF	GO:0005524	0.5601421819313014
NbT2T10g02019-mRNA	BP	GO:0048544	0.7915022555630332
NbT2T10g02019-mRNA	MF	GO:0004674	0.6635583927377369
NbT2T10g02019-mRNA	MF	GO:0106310	0.5645761481541405
NbT2T10g02019-mRNA	MF	GO:0005524	0.5601466673421479
NbT2T01g00664-mRNA	BP	GO:0048544	0.7915023442662346
NbT2T01g00664-mRNA	MF	GO:0004674	0.6635584581275084
NbT2T01g00664-mRNA	MF	GO:0106310	0.5917157779996765
NbT2T01g00664-mRNA	MF	GO:0005524	0.5601467138886396
NbT2T04g01849-mRNA	BP	GO:0048544	0.7915013304734296
NbT2T04g01849-mRNA	MF	GO:0004674	0.6635577107849224
NbT2T04g01849-mRNA	CC	GO:0005886	0.5093665471637873
NbT2T04g01849-mRNA	BP	GO:0045087	0.6388705194432687
NbT2T04g01849-mRNA	MF	GO:0106310	0.6283210769298386
NbT2T04g01849-mRNA	MF	GO:0030246	0.6262267165724908
NbT2T04g01849-mRNA	MF	GO:0005524	0.5601461819067303
NbT2T04g01849-mRNA	MF	GO:0031625	0.5020259290744151
NbT2T16g00877-mRNA	BP	GO:0048544	0.7915019342255218
NbT2T16g00877-mRNA	MF	GO:0004674	0.6635581558557966
NbT2T16g00877-mRNA	CC	GO:0005886	0.5223332346283489
NbT2T16g00877-mRNA	MF	GO:0106310	0.5881906514740352
NbT2T16g00877-mRNA	MF	GO:0005524	0.5601464987221478
NbT2T11g01124-mRNA	BP	GO:0048544	0.7897029928838407
NbT2T11g01124-mRNA	MF	GO:0004674	0.6621133370899308
NbT2T11g01124-mRNA	MF	GO:0005524	0.5601466760556633
NbT2T11g01124-mRNA	MF	GO:0106310	0.5350984016222995
NbT2T16g00878-mRNA	BP	GO:0048544	0.7915019120809712
NbT2T16g00878-mRNA	MF	GO:0004674	0.6635581395313902
NbT2T16g00878-mRNA	CC	GO:0005886	0.52234383295211
NbT2T16g00878-mRNA	MF	GO:0106310	0.581914410358469
NbT2T16g00878-mRNA	MF	GO:0005524	0.560146487101923
NbT2T15g01829-mRNA	MF	GO:0004713	0.7239978536757696
NbT2T15g01829-mRNA	MF	GO:0005524	0.5601462892221329
NbT2T07g02220-mRNA	MF	GO:0004713	0.7281478849630566
NbT2T07g02220-mRNA	MF	GO:0005524	0.5601462690739818
NbT2T08g00246-mRNA	MF	GO:0004674	0.6635574726752393
NbT2T08g00246-mRNA	CC	GO:0005886	0.5243114138953117
NbT2T08g00246-mRNA	MF	GO:0005524	0.5601460124127844
NbT2T07g01747-mRNA	MF	GO:0004674	0.6390850669878891
NbT2T07g01747-mRNA	CC	GO:0005886	0.5093349398808429
NbT2T07g01747-mRNA	MF	GO:0005524	0.5575857328156764
NbT2T06g01014-mRNA	MF	GO:0004674	0.6635574624648694
NbT2T06g01014-mRNA	CC	GO:0005886	0.5243114076468316
NbT2T06g01014-mRNA	MF	GO:0005524	0.5601460051447226
NbT2T18g00884-mRNA	MF	GO:0004674	0.6635580863488174
NbT2T18g00884-mRNA	CC	GO:0005886	0.5243117894475362
NbT2T18g00884-mRNA	MF	GO:0005524	0.5601464492448984
NbT2T16g02011-mRNA	MF	GO:0030247	0.7478410451923229
NbT2T16g02011-mRNA	BP	GO:0007166	0.6696594374396984
NbT2T16g02011-mRNA	CC	GO:0005886	0.514417958199112
NbT2T16g02011-mRNA	MF	GO:0005509	0.6793942952653931
NbT2T16g02011-mRNA	MF	GO:0004674	0.6635583547909651
NbT2T16g02011-mRNA	MF	GO:0005524	0.5601466403304448
NbT2T03g01727-mRNA	MF	GO:0004674	0.6635581214449957
NbT2T03g01727-mRNA	CC	GO:0005886	0.524311810925482
NbT2T03g01727-mRNA	MF	GO:0005524	0.5601464742274598
NbT2T11g00664-mRNA	MF	GO:0004674	0.6445084383471029
NbT2T11g00664-mRNA	CC	GO:0005886	0.5116010170461037
NbT2T11g00664-mRNA	MF	GO:0005524	0.5578422551984328
NbT2T07g01744-mRNA	MF	GO:0004674	0.6390630087987432
NbT2T07g01744-mRNA	CC	GO:0005886	0.5093214408443865
NbT2T07g01744-mRNA	MF	GO:0005524	0.5575890427881381
NbT2T16g01908-mRNA	MF	GO:0030247	0.6923125695910918
NbT2T16g01908-mRNA	BP	GO:0007166	0.669574689684785
NbT2T16g01908-mRNA	CC	GO:0005886	0.5242609573200737
NbT2T16g01908-mRNA	MF	GO:0004674	0.6634750237772127
NbT2T16g01908-mRNA	MF	GO:0005509	0.5741755361815437
NbT2T16g01908-mRNA	MF	GO:0005524	0.5600873226993677
NbT2T05g01685-mRNA	MF	GO:0030247	0.7404261966568244
NbT2T05g01685-mRNA	BP	GO:0007166	0.6696588067560802
NbT2T05g01685-mRNA	CC	GO:0005886	0.5176448599856172
NbT2T05g01685-mRNA	MF	GO:0005509	0.6793936477590414
NbT2T05g01685-mRNA	MF	GO:0004674	0.6635577346505814
NbT2T05g01685-mRNA	MF	GO:0005524	0.5601461988950555
NbT2T01g02292-mRNA	MF	GO:0004674	0.6462087564682515
NbT2T01g02292-mRNA	CC	GO:0005886	0.511598340347409
NbT2T01g02292-mRNA	MF	GO:0005524	0.5589908357706002
NbT2T19g01545-mRNA	MF	GO:0004674	0.6635579544456862
NbT2T19g01545-mRNA	MF	GO:0005524	0.5601463553521098
NbT2T08g00995-mRNA	MF	GO:0004674	0.6635574723300901
NbT2T08g00995-mRNA	MF	GO:0005524	0.5601460121670964
NbT2T14g00851-mRNA	MF	GO:0004674	0.6635577022974429
NbT2T14g00851-mRNA	MF	GO:0005524	0.5601461758650759
NbT2T18g01246-mRNA	MF	GO:0004674	0.6635582324746441
NbT2T18g01246-mRNA	MF	GO:0005524	0.5601465532618483
NbT2T06g01564-mRNA	MF	GO:0004674	0.6634873800650118
NbT2T06g01564-mRNA	BP	GO:0006955	0.5391235572135837
NbT2T06g01564-mRNA	MF	GO:0005524	0.5600961182928466
NbT2T06g00139-mRNA	MF	GO:0004674	0.6603084618698286
NbT2T06g00139-mRNA	MF	GO:0005524	0.5601463529188707
NbT2T16g01109-mRNA	MF	GO:0004674	0.663557916324689
