motif_DB	motif_ID	motif_ALT_ID	seq_ID	FASTA_score	PWM_score	class
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T11g01846	846	5.74379	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T17g02555	1235	5.71574	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T05g02620	443	5.63755	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T16g00517	1111	5.54879	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T09g02059	728	5.51565	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T19g01632	1333	5.29308	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T02g00902	198	5.2815	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T12g01581	921	5.27326	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T08g02666	675	5.15828	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T06g02281	487	5.13032	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T16g02801	1180	5.1038	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T13g02809	989	5.10061	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T08g02813	683	5.00634	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T10g00935	774	4.85389	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T09g01593	715	4.7717	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T16g02576	1177	4.71093	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T04g02152	360	4.42292	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T08g01556	650	4.40185	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T08g01556	44	4.40185	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T07g02491	574	4.35616	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T07g02491	39	4.35616	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T08g01242	643	4.32466	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T14g00237	997	4.19913	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T14g00237	76	4.19913	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T07g01618	554	4.11585	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T06g03092	504	4.11085	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T12g01738	925	4.10467	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T07g00671	536	4.09822	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T01g00019	110	4.09819	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T10g00895	773	4.09676	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T02g01468	209	4.09675	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T18g02227	1291	4.09668	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T10g01103	781	4.09668	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T06g02012	481	4.01709	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T06g02012	31	4.01709	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T11g02548	864	3.99121	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T07g02053	565	3.94371	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T03g01046	267	3.86794	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T14g02827	1045	3.83913	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T02g01928	223	3.73228	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T02g01928	15	3.73228	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T04g03472	392	3.61536	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T10g01640	792	3.53563	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T10g01640	57	3.53563	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T08g00408	627	3.51225	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T05g00802	414	3.49235	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T02g00901	197	3.44364	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T02g00901	14	3.44364	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T06g01497	469	3.41773	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T16g01353	1136	3.40616	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T16g01353	88	3.40616	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T08g00002	618	3.34136	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T17g00017	1184	3.31344	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY26_col_a_m1	WRKY26	NbT2T17g00017	93	3.31344	tp
#
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T09g02170	732	39.2936	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T09g02170	51	39.2936	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T05g00371	406	21.4563	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T05g00371	27	21.4563	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T16g02013	1162	18.9345	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T17g00330	1189	17.4041	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T05g01685	431	16.6637	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T17g01415	1209	15.6734	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T05g01867	436	15.0322	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T07g02860	600	14.7242	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T16g01992	1157	14.7079	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T16g01992	91	14.7079	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T14g02469	1038	14.4398	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T03g03421	310	14.3559	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T11g02252	860	14.1059	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T14g01257	1016	13.7711	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T15g02564	1093	13.7569	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T03g02940	301	13.3659	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T03g02940	19	13.3659	tp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T12g00886	892	12.9334	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T01g02965	170	12.6687	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T14g00237	997	12.4512	fp
/users/fyp/fyp5/project/genome/motif_databases/ARABD/ArabidopsisDAPv1.meme	WRKY_tnt.WRKY28_col_a_m1	WRKY28	NbT2T14g00237	76	12.4512	tp
